RSTR_ID,MENU_NM,MENU_DSCRN,MENU_CTGRY_LCLAS_NM,MENU_CTGRY_SCLAS_NM,RSTR_NM,AREA_NM,MENU_PRICE,RSTR_RDNMADR,RSTR_LNNO_ADRES,BSNS_STATM_BZCND_NM,BSNS_LCNC_NM,RSTR_INTRCN_CONT,PRDL_SEAT_CNT,SEAT_CNT,PRKG_POS_YN,WIFI_OFR_YN,DCRN_YN,PET_ENTRN_POSBL_YN,FGGG_MENU_OFR_YN,TLROM_INFO_CN,RESTDY_INFO_CN,BSNS_TM_CN,HMDLV_SALE_YN,DSBR_CVNTL_YN,DELV_SRVIC_YN,CRCMF_LDMARK_NM,CRCMF_LDMARK_DIST,MB_PMAMT_YN,REPRSNT_MENU_NM,AWARD_INFO_DSCRN,ONLINE_CONV_PRGS_YN,NAVER_GRAD
615932,상차림1인분,,한식,,25시회센터,부산광역시 해운대구,4000.0,부산광역시 해운대구 달맞이길62번길 51,부산광역시 해운대구 중동 1015-3,한식,일반음식점,"부산광역시 해운대구에서 어디를 갈지 고민이라면! ""25시회센터""에 가보시는 건 어떨까요?",,,Y,N,N,N,Y,N,화요일,매일 11:00~22:00,N,N,N,,,N,,,Y,4.4099998
616044,NEW한우불고기(단품/세트),소고기,한식,불고기,롯데리아,부산광역시 수영구,6500.0,,,,,,,,,,,,,,,,,,,,,,,,,
616449,윗대 막걸비(한판/550g),본갈비,한식,갈비,내가 찜한 쌈갈비,부산광역시 해운대구,25000.0,부산광역시 해운대구 좌동순환로402번길 8,부산광역시 해운대구 좌동 1340-3,식육(숯불구이),일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""내가 찜한 쌈갈비""를 추천합니다!",,,N,N,N,N,Y,N,,,N,N,N,,,N,,,Y,4.5700002
616471,물밀면(보통),메밀면,한식,왕만두,개성면옥,부산광역시 수영구,5000.0,부산광역시 수영구 광안해변로370번길 9-8,부산광역시 수영구 민락동 110-82,냉면집,일반음식점,"""개성면옥""은 부산광역시 수영구에 있습니다.",,,N,N,N,N,Y,N,,,N,N,N,민락수변공원,243.876381,N,,,Y,4.1100001
616627,호텔식빵,"빵,밀가루",음료류,빵,누아쥬앤모찌꼬,부산광역시 수영구,6000.0,부산광역시 수영구 광안로49번길 25,부산광역시 수영구 광안동 153-34,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""누아쥬앤모찌꼬""를 추천합니다!",,,N,N,N,N,Y,N,,,N,N,N,광안리 해수욕장,276.199578,N,,,Y,4.5300002
616651,말차크림 콜드브루 라떼(Iced only),"우유,에스프레소,콜드브루",음료류,콜드브루라떼,카페안낭,부산광역시 수영구,5000.0,부산광역시 수영구 광남로 151,부산광역시 수영구 광안동 159-2,커피숍,휴게음식점,"부산광역시 수영구에서 어디를 갈지 고민이라면! ""카페안낭""에 가보시는 건 어떨까요? 네이버 온라인 예약이 가능합니다!",,,N,Y,N,N,Y,N,,매일 09:00~21:00,N,N,N,광안리 해수욕장,141.014718,Y,,,Y,4.6999998
617220,투움바치킨,"닭고기,밀가루",한식,치킨,푸라닭,부산광역시 해운대구,18900.0,,,,,,,,,,,,,,,,,,,,,,,,,
617951,고릴라 바베큐 플레터(2인),"빵,밀가루",기타,바베큐,고릴라브루잉,부산광역시 수영구,29000.0,부산광역시 수영구 광남로 125,부산광역시 수영구 광안동 174-5,호프/통닭,일반음식점,"부산광역시 수영구에서 식당을 찾으신다면? ""고릴라브루잉""을 방문해보세요!",,,N,Y,N,Y,Y,Y,,,N,N,Y,광안리 해수욕장,243.029408,Y,,,Y,4.0
618299,1인 바비큐,보리,양식,바베큐,부산서핑스팟앤나이트마켓,부산광역시 수영구,30000.0,부산광역시 수영구 광안로 64,부산광역시 수영구 광안동 192-16,호프/통닭,일반음식점,"""부산서핑스팟앤나이트마켓""을 부산광역시 수영구의 가 볼 만한 식당으로 추천합니다! 레드테이블에서 온라인 예약이 가능합니다!",160.0,,N,N,N,N,Y,N,,,N,N,Y,광안리 해수욕장,75.251395,N,1인 바비큐,,Y,
618474,아메리카노,"에스프레소,물",음료류,아메리카노,어벤더치,부산광역시 해운대구,1500.0,부산광역시 해운대구 구남로29번길 38,부산광역시 해운대구 중동 1394-385,커피숍,휴게음식점,"""어벤더치""를 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,Y,N,,매일 09:00~22:30,N,N,N,해운대해수욕장,433.966237,N,,,Y,4.6599998
618595,아리랑 핫도그,밀가루,패스트푸드,핫도그,아리랑수제핫도그,부산광역시 수영구,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,
618678,찹쌀꽈배기(1개),"버터,계란,설탕,찹쌀가루",제과류,찹쌀,못난이꽈배기,부산광역시 해운대구,700.0,부산광역시 해운대구 구남로41번길 21,부산광역시 해운대구 중동 1394-278,기타 휴게음식점,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""못난이꽈배기""를 추천합니다!",,,N,N,N,N,Y,N,,,N,N,N,해운대해수욕장,314.771453,N,,,Y,4.3699999
618813,육개장,"야채,소고기,숙주,고사리",한식,육개장,봉평메밀마당,부산광역시 사하구,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,
619305,몬스타 따블 핫도그,밀가루,패스트푸드,핫도그,명랑시대쌀핫도그,부산광역시 사하구,2900.0,,,,,,,,,,,,,,,,,,,,,,,,,
619960,포폭스사케(720ml),포도,음료류,술,긴자,부산광역시 해운대구,160000.0,부산광역시 해운대구 마린시티2로 38,부산광역시 해운대구 우동 1408,일식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""긴자""를 추천합니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",,,Y,N,N,N,Y,Y,,매일 11:30~22:00,N,N,N,영화의 거리,288.839334,N,,안심식당(농림축산식품부),Y,4.5
620473,감자튀김,감자,패스트푸드,감자튀김,아이스맥주,부산광역시 해운대구,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,
620536,핫크리스피(8조각),"야채,닭고기,빵,밀가루",양식,치킨,케이에프씨,부산광역시 해운대구,18000.0,부산광역시 해운대구 세실로 86,부산광역시 해운대구 좌동 387,경양식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""케이에프씨""를 추천합니다!",,,N,N,N,N,Y,N,,매일 10:00~23:00,N,N,N,,,Y,,,Y,4.4200001
620608,아메리키노,,음료류,,카페051,부산광역시 해운대구,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,
620851,해물쭈꾸미(약간매운맛),"해산물,주꾸미",기타,쭈꾸미,만월객주,부산광역시 수영구,25000.0,부산광역시 수영구 수영로606번길 9,부산광역시 수영구 광안동 120-103,정종/대포집/소주방,일반음식점,"부산광역시 수영구에서 가 볼 만한 식당을 찾으신다면? ""만월객주""를 추천합니다!",,,N,Y,N,N,Y,Y,,매일 16:00~01:00,N,N,N,,,N,,,Y,4.6300001
621084,히츠마부시(큰거),"새우,보리",일식,장어,고옥,부산광역시 수영구,34000.0,부산광역시 수영구 광남로 6,부산광역시 수영구 남천동 12-8,일식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""고옥""을 추천합니다!",,,N,N,N,N,Y,N,월요일,"매일 11:30~15:00, 매일 15:00~17:00",N,N,N,,,N,,,Y,4.46
621397,블랙,"우유,에스프레소",음료류,라떼,배러모션커피로스터스,부산광역시 수영구,2000.0,부산광역시 수영구 광안해변로295번길 3,부산광역시 수영구 민락동 181-207,커피숍,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 수영구 맛집, ""배러모션커피로스터스""를 추천합니다!",,,N,N,N,N,Y,N,,,N,N,N,민락수변공원,524.315816,N,,,Y,4.54
621798,소주(좋은데이),보리,음료류,소주,미포더갈비,부산광역시 해운대구,4000.0,부산광역시 해운대구 달맞이길62번길 38,부산광역시 해운대구 중동 957-2,식육(숯불구이),일반음식점,"""미포더갈비""는 부산광역시 해운대구에 있습니다. 네이버 온라인 예약이 가능합니다!",,,Y,N,N,N,Y,Y,,매일 11:30~22:30,N,N,N,,,N,,,Y,
622019,문꼬치,"문어,밀가루",한식,꼬치,문꼬치,부산광역시 서구,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,
622420,런치세트 靑 (2인기준),"야채,돼지고기,면",중식,코스,동지앙,부산광역시 해운대구,20000.0,부산광역시 해운대구 구남로 46,부산광역시 해운대구 중동 1391-66,중국식,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""동지앙""을 추천합니다.",,,Y,N,N,N,Y,Y,,매일 11:00~22:00,N,N,N,해운대해수욕장,152.399177,N,,,Y,4.6999998
622446,드립커피,에스프레소,음료류,드립커피,소프트커피,부산광역시 수영구,3500.0,부산광역시 수영구 수영로603번길 18,부산광역시 수영구 광안동 559-2,커피숍,휴게음식점,"부산광역시 수영구에서 식당을 찾으신다면? ""소프트커피""를 방문해보세요!",,,N,Y,N,N,Y,N,,매일 10:00~19:00,N,N,N,,,N,,,Y,
622734,뚱 · 대삼이 모듬(700g),소고기,한식,모둠,뚱삼이와대삼이,부산광역시 수영구,21000.0,,,,,,,,,,,,,,,,,,,,,,,,,
622829,보쌈정식(2인),"야채,김치,돼지고기",한식,정식,소반,부산광역시 해운대구,13000.0,부산광역시 해운대구 달맞이길 93,부산광역시 해운대구 중동 1509-1,한식,일반음식점,"부산광역시 해운대구에 가신다면 ""소반""에 방문해보세요~ 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",,,N,N,N,N,Y,N,,매일 11:30~21:00,N,N,Y,,,N,,안심식당(농림축산식품부),Y,4.23
622852,자몽에이드,"자몽,탄산수",음료류,자몽에이드,엣지993,부산광역시 해운대구,7000.0,부산광역시 해운대구 달맞이길62번길 78,부산광역시 해운대구 중동 993-3,경양식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""엣지993""을 추천합니다! 네이버 온라인 예약이 가능합니다!",,,N,N,N,N,Y,N,,,N,N,N,달맞이동산지구,690.155734,N,,,Y,4.3800001
622873,에스프레소,에스프레소,음료류,에스프레소,이디야커피,부산광역시 사하구,2500.0,,,,,,,,,,,,,,,,,,,,,,,,,
623362,오리 참나무장작,,한식,,오리도니,부산광역시 수영구,32000.0,부산광역시 수영구 수영로 609-17,부산광역시 수영구 광안동 559-1,식육(숯불구이),일반음식점,"부산광역시 수영구에 가신다면 ""오리도니""에 방문해보세요~",,,N,N,N,N,Y,N,,,N,N,N,,,N,,,Y,
623634,스페니쉬 연유라떼(R),"우유,에스프레소",음료류,연유라떼,투썸플레이스,부산광역시 수영구,5600.0,,,,,,,,,,,,,,,,,,,,,,,,,
623748,파스타,파스타면,한식,파스타,모던요리 태화,부산광역시 사하구,14000.0,부산광역시 사하구 다대로 690,부산광역시 사하구 다대동 1552-15,한식,일반음식점,"부산광역시 사하구에 가신다면 ""모던요리 태화""에 방문해보세요~",,,N,N,N,N,Y,Y,월요일,"평일 11:30~21:00, 주말 11:30~21:00",N,N,N,다대포 해수욕장,283.56857,N,,,Y,
624508,NEW한우불고기(단품/세트),소고기,패스트푸드,불고기,롯데리아,부산광역시 해운대구,6500.0,,,,,,,,,,,,,,,,,,,,,,,,,
624582,참가자미,참가자미,기타,모둠회,풍어포장마차,부산광역시 수영구,30000.0,부산광역시 수영구 민락로6번길 45,부산광역시 수영구 민락동 36-45,정종/대포집/소주방,일반음식점,"부산광역시 수영구에서 어디를 갈지 고민이라면! ""풍어포장마차""에 가보시는 건 어떨까요?",,,N,N,N,N,Y,N,,,N,N,N,광안리 해수욕장,699.309679,N,,,Y,4.1300001
625054,선택1,"닭고기,밀가루",한식,삼겹살,굿이브닝,부산광역시 수영구,39500.0,부산광역시 수영구 광안로 15-1,부산광역시 수영구 광안동 144-56,식육(숯불구이),일반음식점,"""굿이브닝""은 부산광역시 수영구에 있습니다.",,,N,N,N,N,Y,N,,"매일 16:30~24:00, 매일 11:30~14:00",N,N,N,광안리 해수욕장,486.079677,Y,,,Y,4.7800002
626057,해물누룽지탕,"야채,해산물,누룽지",한식,누룽지탕,어글리팬,부산광역시 해운대구,23000.0,부산광역시 해운대구 좌동순환로 443,부산광역시 해운대구 중동 1516-2,호프/통닭,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""어글리팬""을 방문해보세요!",,,N,N,N,N,Y,N,일요일,평일 17:00~00:00,N,N,N,,,N,,,Y,4.73
627076,생선구이 정식,생선,한식,정식,시장생선구이,부산광역시 해운대구,8000.0,부산광역시 해운대구 구남로29번길 20-22,부산광역시 해운대구 중동 1382-11,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""시장생선구이""를 추천합니다!",,,N,N,N,N,Y,N,일요일,,N,N,N,해운대해수욕장,369.755787,N,,,Y,4.29
628153,아구찜(小),"야채,아귀",한식,아귀찜,양지아구찜,부산광역시 해운대구,32000.0,부산광역시 해운대구 해운대로779번길 29,부산광역시 해운대구 중동 263-2,한식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""양지아구찜""을 추천합니다!",,,Y,N,N,N,Y,Y,,"평일 15:00~22:00, 주말 12:00~22:00",N,N,Y,,,N,,,Y,4.1900001
628447,포항구룡포 과메기,꽁치,기타,,앱노멀탭하우스,부산광역시 해운대구,1.0,부산광역시 해운대구 해운대해변로298번길 24,부산광역시 해운대구 중동 1124-2,호프/통닭,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""앱노멀탭하우스""를 추천합니다!",,,Y,Y,N,N,Y,Y,,매일 17:00~00:00,N,N,Y,해운대해수욕장,588.800941,N,,,Y,4.2600002
628856,대구탕,"야채,대구",한식,대구탕,남천명가,부산광역시 수영구,10000.0,부산광역시 수영구 황령대로473번길 25,부산광역시 수영구 남천동 260-1,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""남천명가""를 추천합니다!",,,N,N,N,N,Y,N,,매일 10:00~22:00,N,N,N,,,N,,,Y,4.7800002
629069,생삼겹살(120g/3인이상),삼겹살,기타,생삼겹살,드럼통92,부산광역시 사하구,5900.0,부산광역시 사하구 다송로72번길 80,부산광역시 사하구 다대동 1573-1,기타,일반음식점,"부산광역시 사하구에 가신다면 ""드럼통92""에 방문해보세요~",,,Y,Y,N,N,Y,N,,매일 04:30~23:00,N,N,N,,,N,,,Y,
629273,수제 플라워케이크,,제과류,케이크,릴리케이크,부산광역시 수영구,80000.0,부산광역시 수영구 수영로388번길 25-15,부산광역시 수영구 남천동 224-2,커피숍,휴게음식점,"부산광역시 수영구에서 가 볼 만한 식당을 찾으신다면? ""릴리케이크""를 추천합니다!",,,Y,Y,N,N,Y,Y,,매일 11:00~18:00,N,N,N,,,N,,,Y,4.4699998
629635,활어 모듬회(大),"생선,생선회",한식,모둠회,한어부의 고등어사랑,부산광역시 해운대구,50000.0,,,,,,,,,,,,,,,,,,,,,,,,,
630064,물국수,면,한식,국수,김세영국수,부산광역시 수영구,5000.0,부산광역시 수영구 수영로546번길 21,부산광역시 수영구 광안동 166-18,한식,일반음식점,"부산광역시 수영구에서 어디를 갈지 고민이라면! ""김세영국수""에 가보시는 건 어떨까요?",,,Y,Y,Y,N,Y,N,월요일,"매일 11:00~16:00, 공휴일 11:00~16:00",N,N,N,광안리 해수욕장,389.450619,N,,,Y,4.5900002
630196,닭강정,"닭고기,밀가루",한식,강정,황금포차,부산광역시 수영구,10000.0,부산광역시 수영구 광안해변로344번길 17-22,부산광역시 수영구 민락동 110-28,정종/대포집/소주방,일반음식점,"부산광역시 수영구에서 어디를 갈지 고민이라면! ""황금포차""에 가보시는 건 어떨까요?",,,N,N,N,N,Y,N,,,N,N,N,민락수변공원,161.372238,N,,,Y,3.97
630263,오징어 짬뽕치킨,"야채,해산물,오징어,면",일식,치킨,멕시카나치킨,부산광역시 해운대구,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
630280,DEN사시미(한정/2인),"쌀,생선회",일식,사시미,덴,부산광역시 수영구,28000.0,부산광역시 수영구 광안로61번길 25,부산광역시 수영구 민락동 713-17,일식,일반음식점,"부산광역시 수영구에서 맛집을 찾으신다면 ""덴""을 추천합니다. 레드테이블에서 온라인 예약이 가능합니다!",22.0,,N,Y,N,N,Y,N,,,N,N,Y,광안리 해수욕장,206.69226,N,,,Y,4.5999999
630933,타이완라멘,"새우,밀가루,면,가쓰오부시",일식,라멘,135튀김집,부산광역시 해운대구,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,
631015,짜장면,"야채,돼지고기,면",중식,짜장면,남천각,부산광역시 수영구,5000.0,부산광역시 수영구 남천동로22번길 15-1,부산광역시 수영구 남천동 15-9,중국식,일반음식점,"부산광역시 수영구에서 가 볼 만한 식당을 찾으신다면? ""남천각""을 추천합니다!",,,N,N,N,N,Y,N,,매일 09:00~20:00,N,N,Y,,,N,,,Y,4.29
631555,사천마라윙,닭날개,중식,매운맛,한신포차,부산광역시 해운대구,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,
631888,큐브,"우유,에스프레소,얼음",음료류,꿀,달콤커피,부산광역시 서구,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,
632770,시라신켄(25%/720ml),홍초,음료류,소주,도우도우,부산광역시 수영구,90000.0,부산광역시 수영구 광안해변로 311,부산광역시 수영구 민락동 135,일식,일반음식점,"""도우도우""를 부산광역시 수영구의 가 볼 만한 식당으로 추천합니다!",,,N,Y,N,N,Y,Y,일요일,매일 18:00~02:00,N,N,N,민락수변공원,372.480285,N,,,Y,4.0900002
632777,고추치킨,"고추,닭고기,밀가루",일식,치킨,60계 치킨,부산광역시 수영구,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
632801,안심스테이크,소안심,일식,스테이크,세컨드글라스,부산광역시 해운대구,45000.0,부산광역시 해운대구 송정구덕포길 37,부산광역시 해운대구 송정동 759-1,기타,일반음식점,"""세컨드글라스""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,Y,N,연중무휴,매일 10:00~23:00,N,N,N,"송정해수욕장, 죽도공원",623.85341,N,,,Y,
632959,생선자연밥상,"야채,돼지고기",한식,자연,일광현미쌀보리밥,부산광역시 기장군,7000.0,부산광역시 기장군 일광면 삼성2길 3,부산광역시 기장군 일광면 삼성리 33-21,한식,일반음식점,"""일광현미쌀보리밥""은 부산광역시 기장군에 있습니다. 가장 가까운 지하철역은 일광역입니다.",,,N,N,N,N,Y,N,,,N,N,N,일광해수욕장,246.23555,N,,,Y,4.3899999
633172,낙지볶음(공기밥 포함),"야채,낙지",한식,낙지볶음,낙지볶음전문개미집,부산광역시 서구,8000.0,,,,,,,,,,,,,,,,,,,,,,,,,
633389,카페 아메리카노,"에스프레소,물",음료류,아메리카노,이디야커피,부산광역시 서구,3200.0,,,,,,,,,,,,,,,,,,,,,,,,,
633475,더블 카페라떼 S,"우유,에스프레소",음료류,카페라떼,커피빈,부산광역시 수영구,5800.0,,,,,,,,,,,,,,,,,,,,,,,,,
633780,특양(150g/3인이상),특양,기타,모둠,대박양곱창,부산광역시 수영구,20000.0,부산광역시 수영구 광안로61번길 10,부산광역시 수영구 민락동 179-6,기타,일반음식점,"부산광역시 수영구에서 맛집을 찾으신다면 ""대박양곱창""을 추천합니다.",,,Y,Y,N,N,Y,Y,,,N,N,N,광안리 해수욕장,130.97307,N,,,Y,4.6799998
633781,세트1,"치즈,밀가루",기타,토스트,카페 젤라떼리아,부산광역시 해운대구,9000.0,부산광역시 해운대구 해운대로570번길 17,부산광역시 해운대구 우동 643-1,기타,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""카페 젤라떼리아""를 방문해보세요!",,,Y,Y,N,Y,Y,Y,,,N,N,N,해운대해수욕장,427.369701,N,,,Y,4.52
633820,부자곱볶이,"야채,해산물,밀가루",기타,튀김,쉐프들의 곱창이야기 부자곱,부산광역시 해운대구,28000.0,부산광역시 해운대구 구남로 16,부산광역시 해운대구 우동 541-2,호프/통닭,일반음식점,"부산광역시 해운대구에서 어디를 갈지 고민이라면! ""쉐프들의 곱창이야기 부자곱""에 가보시는 건 어떨까요?",,,Y,Y,N,N,Y,Y,,매일 17:00~02:00,N,N,N,해운대해수욕장,366.145096,N,,,Y,4.5900002
634139,강화쑥라떼,"우유,쑥",음료류,라떼,블루샥,부산광역시 사하구,4400.0,,,,,,,,,,,,,,,,,,,,,,,,,
634491,골드킹 콤보,"닭고기,밀가루",한식,콤보,비에이치씨치킨,부산광역시 기장군,18000.0,,,,,,,,,,,,,,,,,,,,,,,,,
634544,한우 차돌(110g) set,소등심,한식,차돌박이,사마정,부산광역시 해운대구,22000.0,부산광역시 해운대구 마린시티3로 46,부산광역시 해운대구 우동 1410-2,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""사마정""을 추천합니다!",,,Y,Y,N,N,Y,Y,연중무휴,매일 11:00~23:00,N,N,N,동백섬,625.012198,N,,,Y,4.6900001
634885,닭갈비철판볶음밥,"야채,쌀,닭갈비",한식,볶음밥,유가네닭갈비,부산광역시 서구,5500.0,,,,,,,,,,,,,,,,,,,,,,,,,
634946,양꼬치,양고기,중식,꼬치,고향,부산광역시 해운대구,12000.0,부산광역시 해운대구 구남로8번길 9,부산광역시 해운대구 우동 548-5,중국식,일반음식점,"""고향""은 부산광역시 해운대구에 있습니다.",,,N,Y,N,N,Y,Y,,매일 12:00~24:00,N,N,N,해운대해수욕장,424.666385,N,,,Y,4.4299998
635336,현미바사삭,"닭고기,밀가루,현미",기타,치킨,바른치킨,부산광역시 사하구,16900.0,,,,,,,,,,,,,,,,,,,,,,,,,
635488,"플라워케이크,마카롱","크림,계란,설탕,아몬드",제과류,마카롱,와우와우케이크,부산광역시 수영구,0.0,부산광역시 수영구 광안로21번가길 52,부산광역시 수영구 광안동 153-1,제과점영업,제과점영업,"""와우와우케이크""는 부산광역시 수영구에 있습니다.",,,N,N,N,N,Y,N,,,N,N,N,광안리 해수욕장,295.01099,N,,,Y,
635542,아구찜(大),"야채,아귀",기타,아귀찜,천마식당,부산광역시 서구,35000.0,부산광역시 서구 해돋이로 30-5,부산광역시 서구 남부민동 440-34,정종/대포집/소주방,일반음식점,"부산광역시 서구에서 가 볼 만한 식당을 찾으신다면? ""천마식당""을 추천합니다!",,,N,N,N,N,Y,N,,매일 11:00~20:00,N,N,N,,,N,,,Y,4.1700001
635956,딥슬립커피,에스프레소,음료류,커피,딥슬립커피,부산광역시 수영구,6000.0,부산광역시 수영구 수영로 663,부산광역시 수영구 광안동 1078-4,커피숍,휴게음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""딥슬립커피""를 추천합니다!",,,Y,N,N,N,Y,N,,,N,N,N,수영사적공원,690.704192,N,,,Y,4.5
636501,망고한테 바나나,"바나나,망고",한식,바나나,더옴,부산광역시 수영구,6500.0,부산광역시 수영구 광남로213번길 6,부산광역시 수영구 민락동 160-13,한식,일반음식점,"부산광역시 수영구에서 맛집을 찾으신다면 ""더옴""을 추천합니다.",,,N,N,N,N,Y,N,일요일,매일 10:00~19:00,N,N,N,광안리 해수욕장,683.881915,N,,,Y,4.6300001
636670,에스프레소,에스프레소,음료류,에스프레소,랜들러,부산광역시 수영구,4500.0,부산광역시 수영구 광남로 191,부산광역시 수영구 광안동 132-19,호프/통닭,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""랜들러""를 추천합니다!",,,Y,N,N,N,Y,N,,,N,N,Y,광안리 해수욕장,490.609816,N,,,Y,4.2800002
636935,반건조 오징어,오징어,기타,오징어,챠밍 나누기,부산광역시 사하구,10000.0,부산광역시 사하구 다대로530번길 10,부산광역시 사하구 다대동 932-3,기타,일반음식점,"""챠밍 나누기""를 부산광역시 사하구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,Y,N,,,N,N,N,,,N,,,Y,
637478,밀면,"야채,밀가루,육수",한식,왕만두,가야밀면,부산광역시 해운대구,5000.0,부산광역시 해운대구 우동1로20번길 74,부산광역시 해운대구 우동 552-2,분식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""가야밀면""을 추천합니다!",,,N,N,N,N,Y,Y,,매일 10:00~21:00,N,N,N,해운대해수욕장,691.502499,N,,,Y,4.46
637786,에스프레소(OUT),에스프레소,음료류,에스프레소,컴포즈커피,부산광역시 해운대구,1500.0,,,,,,,,,,,,,,,,,,,,,,,,,
637970,아메리카노,"에스프레소,물",음료류,아메리카노,백미당,부산광역시 해운대구,4100.0,,,,,,,,,,,,,,,,,,,,,,,,,
637972,썬셋골드,,기타,,녹록,부산광역시 수영구,6000.0,부산광역시 수영구 광안로21번길 9,부산광역시 수영구 광안동 144-9,기타,일반음식점,"부산광역시 수영구에서 맛집을 찾으신다면 ""녹록""을 추천합니다.",,,N,N,N,N,Y,N,,매일 12:00~18:00,N,N,N,광안리 해수욕장,472.060121,N,,,Y,
638524,장금이단팥죽,"쌀,팥",한식,떡국,장금이국수,부산광역시 해운대구,5000.0,부산광역시 해운대구 마린시티2로 38,부산광역시 해운대구 우동 1408,한식,일반음식점,"부산광역시 해운대구에 가신다면 ""장금이국수""에 방문해보세요~",,,N,N,N,N,Y,N,,매일 07:30~22:00,N,N,N,영화의 거리,288.839334,N,,,Y,4.2399998
638762,아메리카노,"에스프레소,물",음료류,아메리카노,쎄지엠,부산광역시 해운대구,5500.0,부산광역시 해운대구 달맞이길117번라길 106,부산광역시 해운대구 중동 1484-1,경양식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""쎄지엠""을 추천합니다!",,,N,Y,N,N,Y,N,월요일,,N,N,N,달맞이동산지구,533.573868,N,,,Y,4.3699999
638874,충무김밥,"쌀,김",한식,김밥,바른손충무김밥,부산광역시 수영구,6000.0,,,,,,,,,,,,,,,,,,,,,,,,,
639230,사천마라윙,닭날개,중식,매운맛,한신포차 ,부산광역시 해운대구,13000.0,,,,,,,,,,,,,,,,,,,,,,,,,
639551,5종세트(2~3인 기준),돼지항정살,기타,구이,젠닌,부산광역시 해운대구,41900.0,부산광역시 해운대구 구남로29번길 32,부산광역시 해운대구 중동 1380-26,기타,일반음식점,"""젠닌""은 부산광역시 해운대구에 있습니다.",,,N,Y,N,Y,Y,Y,연중무휴,"평일 17:30~03:00, 토요일 17:00~03:00",N,N,N,해운대해수욕장,400.725791,N,,,Y,4.3899999
639731,아메리카노,"에스프레소,물",음료류,아메리카노,모모야코,부산광역시 수영구,3500.0,부산광역시 수영구 광안로16번길 32,부산광역시 수영구 광안동 509-91,기타,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 수영구에 계시다면 ""모모야코""를 추천합니다!",,,N,Y,N,N,Y,N,,,N,N,N,광안리 해수욕장,485.063501,N,,,Y,4.3400002
639745,1인,고기,음료류,,코스모스 집밥,부산광역시 사하구,5900.0,부산광역시 사하구 장평로 7,부산광역시 사하구 장림동 515,커피숍,휴게음식점,"부산광역시 사하구에 가신다면 ""코스모스 집밥""에 방문해보세요~",,,N,N,N,N,Y,N,,"평일 11:00~19:00, 토요일 11:00~18:00",N,N,N,,,N,,,Y,4.6599998
639747,1인,고기,한식,,코스모스 집밥,부산광역시 사하구,5900.0,부산광역시 사하구 장평로 7,부산광역시 사하구 장림동 515,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 사하구 맛집, ""코스모스 집밥""을 추천합니다!",,,N,N,N,N,Y,N,,"평일 11:00~19:00, 토요일 11:00~18:00",N,N,N,,,N,,,Y,4.6599998
