RSTR_ID,MENU_NM,MENU_DSCRN,MENU_CTGRY_LCLAS_NM,MENU_CTGRY_SCLAS_NM,RSTR_NM,AREA_NM,MENU_PRICE,RSTR_RDNMADR,RSTR_LNNO_ADRES,BSNS_STATM_BZCND_NM,BSNS_LCNC_NM,RSTR_INTRCN_CONT,PRDL_SEAT_CNT,SEAT_CNT,PRKG_POS_YN,WIFI_OFR_YN,DCRN_YN,PET_ENTRN_POSBL_YN,FGGG_MENU_OFR_YN,TLROM_INFO_CN,RESTDY_INFO_CN,BSNS_TM_CN,HMDLV_SALE_YN,DSBR_CVNTL_YN,DELV_SRVIC_YN,CRCMF_LDMARK_NM,CRCMF_LDMARK_DIST,MB_PMAMT_YN,REPRSNT_MENU_NM,AWARD_INFO_DSCRN,ONLINE_CONV_PRGS_YN,NAVER_GRAD
210789,,,,,뉴김밥천국(남천점),부산광역시 수영구,,부산광역시 수영구 수영로 607,부산광역시 수영구 광안동 566-4,김밥(도시락),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 수영구 맛집, ""뉴김밥천국(남천점)""을 추천합니다!",,,N,N,N,N,Y,N,,,N,N,Y,,,N,,,Y,4.4200001
210791,,,,,메가마트(남천점),부산광역시 수영구,,부산광역시 수영구 황령대로 521,부산광역시 수영구 남천동 545-2,기타 휴게음식점,휴게음식점,"""메가마트(남천점)""를 부산광역시 수영구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
210792,,,,,도미노피자(수영점),부산광역시 수영구,,부산광역시 수영구 수영로 640-1,부산광역시 수영구 광안동 116-1,패스트푸드,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 수영구 맛집, ""도미노피자(수영점)""를 추천합니다!",,,N,N,N,N,Y,N,,매일 11:00~22:00,N,N,N,,,Y,,,Y,4.4699998
210875,,,,,형제식당,부산광역시 기장군,,부산광역시 기장군 일광면 삼성2길 5,부산광역시 기장군 일광면 삼성리 33-25,한식,일반음식점,"""형제식당""은 부산광역시 기장군에 있는 맛집으로, 가장 가까운 지하철역은 일광역입니다.",,,N,N,N,N,N,N,,,N,N,N,일광해수욕장,246.348372,N,,,N,4.6500001
229381,,,,,너랑나랑생돼지불고기,부산광역시 서구,,부산광역시 서구 충무대로 165,부산광역시 서구 남부민동 672-2,한식,일반음식점,"""너랑나랑생돼지불고기""는 부산광역시 서구에 있습니다.",,,N,N,N,N,N,N,,매일 11:00~21:30,N,N,N,부산공동어시장,533.735095,N,,,N,4.1300001
229388,,,,,일미식당,부산광역시 서구,,부산광역시 서구 충무대로 207-15,부산광역시 서구 남부민동 650-7,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 서구에 계시다면 ""일미식당""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229393,,,,,성화반점,부산광역시 서구,,부산광역시 서구 충무대로 8,부산광역시 서구 암남동 354-1,중국식,일반음식점,"부산광역시 서구에서 가 볼 만한 식당을 찾으신다면? ""성화반점""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,송도해상케이블카,631.181153,N,,,N,4.4299998
229413,,,,,너랑나랑생돼지불고기,부산광역시 서구,,부산광역시 서구 충무대로 165,부산광역시 서구 남부민동 672-2,다방,휴게음식점,"부산광역시 서구에서 어디를 갈지 고민이라면! ""너랑나랑생돼지불고기""에 가보시는 건 어떨까요?",,,N,N,N,N,N,N,,매일 11:00~21:30,N,N,N,부산공동어시장,533.735095,N,,,N,4.1300001
229859,,,,,양꼬자(본점),부산광역시 해운대구,,부산광역시 해운대구 세실로69번길 5,부산광역시 해운대구 좌동 1465-4,호프/통닭,일반음식점,"""양꼬자(본점)""를 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,Y,N,,,N,N,Y,,,N,,,Y,4.5599999
229861,,,,,김밥천국,부산광역시 해운대구,,부산광역시 해운대구 해운대로 814,부산광역시 해운대구 좌동 1479-3,김밥(도시락),일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""김밥천국""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.3299999
229862,,,,,놀이터,부산광역시 해운대구,,부산광역시 해운대구 세실로69번길 5,부산광역시 해운대구 좌동 1465-4,경양식,일반음식점,"""놀이터""를 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229865,,,,,붉은수염,부산광역시 해운대구,,부산광역시 해운대구 해운대로570번길 37-1,부산광역시 해운대구 우동 634-15,한식,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""붉은수염""을 방문해보세요!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229866,,,,,돼지의꿈우동,부산광역시 해운대구,,부산광역시 해운대구 우동2로 24,부산광역시 해운대구 우동 150-8,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""돼지의꿈우동""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229869,,,,,쉘브루,부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 305,부산광역시 해운대구 좌동 1443-4,한식,일반음식점,"""쉘브루""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,5.0
229870,,,,,해운대한양족발,부산광역시 해운대구,,부산광역시 해운대구 좌동순환로8번길 67,부산광역시 해운대구 중동 145-10,한식,일반음식점,"""해운대한양족발""은 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,매일 11:00~01:00,N,N,Y,,,N,,,N,4.5
229871,,,,,달커피(dal coffee),부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 76,부산광역시 해운대구 좌동 1270-3,기타,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""달커피(dal coffee)""를 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229872,,,,,우리집,부산광역시 해운대구,,부산광역시 해운대구 좌동로 152,부산광역시 해운대구 좌동 1429-1,김밥(도시락),일반음식점,"""우리집""을 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,Y,,,N,,,N,
229873,,,,,갤러리,부산광역시 해운대구,,부산광역시 해운대구 양운로42번길 16,부산광역시 해운대구 좌동 1480-4,경양식,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""갤러리""를 방문해보세요!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229874,,,,,밍주(로데오점),부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 473,부산광역시 해운대구 중동 1774-5,중국식,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""밍주(로데오점)""를 추천합니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다. 이 매장은 2021년에 블루리본 서베이에서 리본 1개를 받은 식당으로, ""시간을 내어 다시 방문하고 싶은 곳""이라 평가받았습니다.",,,Y,N,N,N,N,Y,연중무휴,,N,N,N,,,N,,안심식당(농림축산식품부),N,4.1500001
229877,,,,,멕시카나치킨(해운대신도시점),부산광역시 해운대구,,부산광역시 해운대구 대천로67번길 18,부산광역시 해운대구 좌동 1278,호프/통닭,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""멕시카나치킨(해운대신도시점)""을 추천합니다!",,,N,N,N,N,N,N,연중무휴,매일 12:00~24:00,N,N,N,,,N,,,N,4.5
229883,,,,,에스바,부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 500,부산광역시 해운대구 중동 1276-2,경양식,일반음식점,"""에스바""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229887,,,,,춘하추동밀면(해운대직영점),부산광역시 해운대구,,부산광역시 해운대구 해운대해변로265번길 13,부산광역시 해운대구 우동 1359,한식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""춘하추동밀면(해운대직영점)""을 추천합니다! 레드테이블에서 온라인 예약이 가능합니다!",120.0,50.0,N,N,N,N,N,N,연중무휴,매일 10:00~22:00,N,N,Y,해운대해수욕장,186.556498,N,,,N,4.27
229890,,,,,청빈,부산광역시 해운대구,,부산광역시 해운대구 우동2로 16,부산광역시 해운대구 우동 149-9,기타,일반음식점,"부산광역시 해운대구에 가신다면 ""청빈""에 방문해보세요~",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.0
229891,,,,,통영굴밥(해운대점),부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 443,부산광역시 해운대구 중동 1516-2,한식,일반음식점,"""통영굴밥(해운대점)""을 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다! 위생 수준이 우수하고 친절한 서비스로 지방자치단체의 선정을 받은 모범음식점입니다. 레드테이블에서 온라인 예약이 가능합니다!",,,Y,N,N,N,Y,N,,매일 08:30~22:00,N,N,N,,,N,"따로 매생이 굴국밥,굴 떡국,따로 굴 콩나물 국밥,따로 굴국밥",모범음식점(행정안전부),Y,4.25
229895,,,,,청담루,부산광역시 해운대구,,부산광역시 해운대구 좌동로 152,부산광역시 해운대구 좌동 1429-1,한식,일반음식점,"""청담루""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229906,,,,,지정환 임실치자 피자,부산광역시 해운대구,,부산광역시 해운대구 좌동순환로 503,부산광역시 해운대구 중동 1768-4,,일반음식점,"부산광역시 해운대구에서 어디를 갈지 고민이라면! ""지정환 임실치자 피자""에 가보시는 건 어떨까요?",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229907,,,,,제주이마이가(해운대본점),부산광역시 해운대구,,부산광역시 해운대구 좌동로14번길 19,부산광역시 해운대구 중동 1322-5,한식,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""제주이마이가(해운대본점)""를 추천합니다. 네이버 온라인 예약이 가능합니다!",,,Y,Y,N,N,N,Y,,"주말 11:00~21:00, 평일 15:00~21:00",N,Y,N,,,N,,,N,4.52
229916,,,,,옛날아우내순대(송정점),부산광역시 해운대구,,부산광역시 해운대구 대천로106번길 7,부산광역시 해운대구 좌동 1295-18,호프/통닭,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""옛날아우내순대(송정점)""를 추천합니다.",,,N,N,N,N,N,N,,매일 09:00~23:00,N,N,N,,,N,,,N,4.3800001
229921,,,,,등대횟집,부산광역시 해운대구,,부산광역시 해운대구 해운대로781번길 21,부산광역시 해운대구 중동 1439-17,회집,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""등대횟집""을 추천합니다!",,,N,N,N,N,N,N,일요일,매일 11:30~22:00,N,N,N,,,N,,,N,4.5
229924,,,,,당감동무궁화 할매쭈꾸미,부산광역시 해운대구,,부산광역시 해운대구 해운대로 814,부산광역시 해운대구 좌동 1479-3,한식,일반음식점,"부산광역시 해운대구에 가신다면 ""당감동무궁화 할매쭈꾸미""에 방문해보세요~",,,N,N,N,N,N,N,연중무휴,매일 11:00~23:00,N,N,N,,,N,,,N,4.4899998
229926,,,,,카페엘리시아,부산광역시 해운대구,,부산광역시 해운대구 좌동로63번길 50,부산광역시 해운대구 중동 172-6,경양식,일반음식점,"""카페엘리시아""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,매일 11:00~23:00,N,N,N,,,N,,,N,4.6100001
229927,,,,,시골장터,부산광역시 해운대구,,부산광역시 해운대구 좌동순환로468번길 65-1,부산광역시 해운대구 중동 849,한식,일반음식점,"""시골장터""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229930,,,,,잇토꾸,부산광역시 해운대구,,부산광역시 해운대구 양운로80번길 12,부산광역시 해운대구 좌동 1464-2,일식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""잇토꾸""를 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229932,,,,,골방(GOL BANG점),부산광역시 해운대구,,부산광역시 해운대구 세실로 30,부산광역시 해운대구 좌동 1317,호프/통닭,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""골방(GOL BANG점)""을 추천합니다!",,,N,N,N,N,N,Y,,"토요일 18:00~09:00, 월요일 18:00~09:00",N,N,Y,,,N,,,N,3.5
229934,,,,,티파니21호(부산해상관광개발),부산광역시 해운대구,,부산광역시 해운대구 마린시티1로 168,부산광역시 해운대구 우동 1439,뷔페식,일반음식점,"부산광역시 해운대구에 가신다면 ""티파니21호(부산해상관광개발)""에 방문해보세요~",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229935,,,,,만복국수집(해운대장산점),부산광역시 해운대구,,부산광역시 해운대구 양운로42번길 14,부산광역시 해운대구 좌동 1482-1,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""만복국수집(해운대장산점)""을 추천합니다!",,,N,Y,N,N,N,N,,매일 16:00~03:30,N,N,N,,,N,,,N,4.3200002
229937,,,,,장수통닭(해운대점),부산광역시 해운대구,,부산광역시 해운대구 중동1로 25,부산광역시 해운대구 중동 1394-74,정종/대포집/소주방,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""장수통닭(해운대점)""을 추천합니다!",48.0,,N,N,N,N,Y,N,,매일 17:00~02:00,N,N,Y,해운대해수욕장,481.187531,N,,,Y,4.52
229939,,,,,동촌물회미역국,부산광역시 해운대구,,부산광역시 해운대구 좌동로14번길 6,부산광역시 해운대구 중동 1314-7,한식,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""동촌물회미역국""을 방문해보세요!",,,N,N,N,N,N,N,,매일 11:00~21:00,N,N,Y,,,N,,,N,4.6599998
229940,,,,,인룸다이닝(웨스틴 조선 부산점),부산광역시 해운대구,,부산광역시 해운대구 동백로 67,부산광역시 해운대구 우동 737,경양식,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""인룸다이닝(웨스틴 조선 부산점)""을 추천합니다.",,,N,N,N,N,N,N,,매일 07:00~23:59,N,N,N,해운대해수욕장,674.645152,N,,,N,4.52
229941,,,,,대구안지랑막창,부산광역시 해운대구,,부산광역시 해운대구 대천로106번길 26-14,부산광역시 해운대구 좌동 899,한식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""대구안지랑막창""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229945,,,,,새길목집,부산광역시 해운대구,,부산광역시 해운대구 우동1로20번길 105-4,부산광역시 해운대구 우동 193-5,한식,일반음식점,"부산광역시 해운대구에서 맛집을 찾으신다면 ""새길목집""을 추천합니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229946,,,,,설,부산광역시 해운대구,,부산광역시 해운대구 세실로69번길 5,부산광역시 해운대구 좌동 1465-4,한식,일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""설""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.4899998
229947,,,,,상아,부산광역시 해운대구,,부산광역시 해운대구 해운대로 814,부산광역시 해운대구 좌동 1479-3,경양식,일반음식점,"""상아""를 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229948,,,,,홍게데이(해운대직영점),부산광역시 해운대구,,부산광역시 해운대구 좌동로10번길 67,부산광역시 해운대구 중동 285-5,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""홍게데이(해운대직영점)""를 추천합니다!",,,Y,Y,N,N,N,Y,,매일 11:00~21:30,N,N,N,,,N,,,N,4.1399999
229949,,,,,비비큐치킨(장산역점),부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,한식,일반음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""비비큐치킨(장산역점)""을 방문해보세요!",,,Y,Y,N,N,N,Y,,,N,N,N,,,N,,,N,4.4000001
229952,,,,,나마스테(해운대점),부산광역시 해운대구,,부산광역시 해운대구 해운대해변로265번길 7,부산광역시 해운대구 우동 626-4,김밥(도시락),일반음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""나마스테(해운대점)""를 추천합니다!",72.0,,Y,Y,N,N,Y,Y,,매일 11:00~23:00,N,N,Y,해운대해수욕장,127.042735,N,,,Y,4.8800001
229955,,,,,디디씨치킨(해운대2호점),부산광역시 해운대구,,부산광역시 해운대구 세실로 48,부산광역시 해운대구 좌동 1315,한식,일반음식점,"무엇을 먹을지 고민되신다고요? 부산광역시 해운대구에 계시다면 ""디디씨치킨(해운대2호점)""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.6100001
229957,,,,,미스터도넛(장산역점),부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,기타 휴게음식점,휴게음식점,"""미스터도넛(장산역점)""은 부산광역시 해운대구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229959,,,,,에버그린,부산광역시 해운대구,,부산광역시 해운대구 우동1로 87,부산광역시 해운대구 우동 379-9,기타 휴게음식점,휴게음식점,"부산광역시 해운대구에서 가 볼 만한 식당을 찾으신다면? ""에버그린""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.6700001
229960,,,,,뚜또 OK,부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,기타 휴게음식점,휴게음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""뚜또 OK""를 방문해보세요!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229961,,,,,핫바 하우스,부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,패스트푸드,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""핫바 하우스""를 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229963,,,,,명가김밥,부산광역시 해운대구,,부산광역시 해운대구 대천로103번길 9,부산광역시 해운대구 좌동 1286,기타 휴게음식점,휴게음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 해운대구 맛집, ""명가김밥""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.5700002
229964,,,,,빨라조델 쁘레토(해운대점),부산광역시 해운대구,,부산광역시 해운대구 구남로29번길 38,부산광역시 해운대구 중동 1394-385,기타 휴게음식점,휴게음식점,"""빨라조델 쁘레토(해운대점)""를 부산광역시 해운대구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229965,,,,,닉,부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,일반조리판매,휴게음식점,"부산광역시 해운대구에 가신다면 ""닉""에 방문해보세요~",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
229967,,,,,스타벅스(장산역점),부산광역시 해운대구,,부산광역시 해운대구 해운대로 802,부산광역시 해운대구 좌동 1479-1,커피숍,휴게음식점,"부산광역시 해운대구에서 식당을 찾으신다면? ""스타벅스(장산역점)""를 방문해보세요! 식품의약품안전처 음식점 위생등급 평가를 통해 매우우수 등급을 지정받은 곳입니다.",,,N,N,N,N,Y,N,,,N,N,N,,,Y,,위생등급(식품의약품안전처),Y,4.52
229978,,,,,파리바게뜨,,,부산광역시 해운대구 해운대로 814,부산광역시 해운대구 좌동 1479-3,제과점영업,제과점영업,"부산광역시 해운대구에서 맛집을 찾으신다면 ""파리바게뜨""를 추천합니다.",,,,,,,,,,,,,,,,,,,,
229981,,,,,뚜레쥬르(부산장산역점),부산광역시 해운대구,,부산광역시 해운대구 해운대로 814,부산광역시 해운대구 좌동 1479-3,제과점영업,제과점영업,"""뚜레쥬르(부산장산역점)""는 부산광역시 해운대구에 있습니다.",,,N,N,N,N,Y,N,,매일 09:00~22:00,N,N,N,,,Y,,,Y,4.4400001
229987,,,,,더만족(다대포점),부산광역시 사하구,,부산광역시 사하구 다송로72번길 39,부산광역시 사하구 다대동 1582-13,기타,일반음식점,"부산광역시 사하구에서 식당을 찾으신다면? ""더만족(다대포점)""을 방문해보세요!",,,Y,Y,N,N,Y,Y,월요일,매일 16:00~00:00,N,N,Y,,,N,,,Y,4.4099998
229990,,,,,낙동강오리알(다대점),부산광역시 사하구,,부산광역시 사하구 다송로72번길 57,부산광역시 사하구 다대동 1582-5,기타,일반음식점,"부산광역시 사하구에서 가 볼 만한 식당을 찾으신다면? ""낙동강오리알(다대점)""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,Y,,,N,,,N,4.4400001
229991,,,,,오도독막창(다대직영점),부산광역시 사하구,,부산광역시 사하구 다대로385번길 58,부산광역시 사하구 다대동 83-14,기타,일반음식점,"부산광역시 사하구에서 가 볼 만한 식당을 찾으신다면? ""오도독막창(다대직영점)""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.6999998
229994,,,,,정동진,부산광역시 사하구,,부산광역시 사하구 다대동로 20,부산광역시 사하구 다대동 680-2,회집,일반음식점,"""정동진""은 부산광역시 사하구에 있습니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,안심식당(농림축산식품부),N,4.3200002
230007,,,,,명가돌솥쌈밥,부산광역시 사하구,,부산광역시 사하구 다송로84번길 58,부산광역시 사하구 다대동 1582-17,한식,일반음식점,"부산광역시 사하구에서 가 볼 만한 식당을 찾으신다면? ""명가돌솥쌈밥""을 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.3400002
230011,,,,,술무꼬안주무꼬,부산광역시 사하구,,부산광역시 사하구 다대로 617,부산광역시 사하구 다대동 382-3,정종/대포집/소주방,일반음식점,"부산광역시 사하구에서 식당을 찾으신다면? ""술무꼬안주무꼬""를 방문해보세요!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.4000001
230017,,,,,푸라닭(부산다대점),부산광역시 사하구,,부산광역시 사하구 다송로72번길 69,부산광역시 사하구 다대동 1584-1,호프/통닭,일반음식점,"""푸라닭(부산다대점)""은 부산광역시 사하구에 있습니다.",,,N,N,N,N,Y,N,,매일 17:00~23:00,N,N,N,,,Y,,,Y,4.3800001
230020,,,,,육탄전(다대점),부산광역시 사하구,,부산광역시 사하구 다대로 585,부산광역시 사하구 다대동 623-1,한식,일반음식점,"""육탄전(다대점)""은 부산광역시 사하구에 있습니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,4.5900002
230021,,,,,보보스,부산광역시 사하구,,부산광역시 사하구 다대로 570,부산광역시 사하구 다대동 744-3,한식,일반음식점,"부산광역시 사하구에서 맛집을 찾으신다면 ""보보스""를 추천합니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
230022,,,,,막끌리네,부산광역시 사하구,,부산광역시 사하구 다대로 702-2,부산광역시 사하구 다대동 1548-33,한식,일반음식점,"어디 가야 할지 고민이시라고요? 그럼 부산광역시 사하구 맛집, ""막끌리네""를 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,3.5
230026,,,,,거제횟집,부산광역시 사하구,,부산광역시 사하구 다대동로 20,부산광역시 사하구 다대동 680-2,회집,일반음식점,"부산광역시 사하구에서 맛집을 찾으신다면, ""거제횟집""을 꼭 방문해보세요. 2016년 01월 20일 KBS1 6시내고향 5941회에 방영된 유명 매장이랍니다! 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,안심식당(농림축산식품부),N,4.6300001
230027,,,,,두팝(DooPoP),부산광역시 사하구,,부산광역시 사하구 다대낙조1길 7,부산광역시 사하구 다대동 1548-22,한식,일반음식점,"부산광역시 사하구에서 식당을 찾으신다면? ""두팝(DooPoP)""을 방문해보세요!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
230030,,,,,정원오리촌(다대직영점),부산광역시 사하구,,부산광역시 사하구 다대로 610,부산광역시 사하구 다대동 1551-11,한식,일반음식점,"부산광역시 사하구에서 맛집을 찾으신다면 ""정원오리촌(다대직영점)""을 추천합니다. 지방자치단체 인증을 받은 농림축산식품부 제공 안심식당입니다.",,,Y,Y,N,N,Y,Y,연중무휴,매일 11:30~22:00,N,N,Y,다대포 해수욕장,673.239927,N,,안심식당(농림축산식품부),Y,4.4899998
230035,,,,,지코바치킨(다대1호점),부산광역시 사하구,,부산광역시 사하구 윤공단로14번길 97,부산광역시 사하구 다대동 934-15,,일반음식점,"부산광역시 사하구에서 가 볼 만한 식당을 찾으신다면? ""지코바치킨(다대1호점)""을 추천합니다!",,,N,N,N,N,Y,N,,,N,N,Y,,,N,,,Y,4.27
230038,,,,,일차돌(부산다대포점),부산광역시 사하구,,부산광역시 사하구 다송로72번길 63,부산광역시 사하구 다대동 1582,한식,일반음식점,"부산광역시 사하구에서 맛집을 찾으신다면 ""일차돌(부산다대포점)""을 추천합니다.",,,N,N,N,N,Y,N,일요일,매일 14:00~23:00,N,N,N,,,N,,,Y,4.4400001
230042,,,,,티바두마리치킨(다대포점),부산광역시 사하구,,부산광역시 사하구 윤공단로17번길 103,부산광역시 사하구 다대동 948-1,,일반음식점,"부산광역시 사하구에 가신다면 ""티바두마리치킨(다대포점)""에 방문해보세요~",,,N,N,N,N,Y,N,,,N,N,N,낙동강하구아미산전망대,666.005501,N,,,Y,4.3499999
230044,,,,,내집,부산광역시 사하구,,부산광역시 사하구 다대로 528,부산광역시 사하구 다대동 1203,분식,일반음식점,"부산광역시 사하구에서 어디를 갈지 고민이라면! ""내집""에 가보시는 건 어떨까요?",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
230046,,,,,연탄공장,부산광역시 사하구,,부산광역시 사하구 다송로84번길 64,부산광역시 사하구 다대동 1582-15,한식,일반음식점,"부산광역시 사하구에서 식당을 찾으신다면? ""연탄공장""을 방문해보세요!",,,Y,N,N,N,N,Y,연중무휴,매일 16:00~24:00,N,N,N,,,N,,,N,4.3000002
230057,,,,,승승삼겹(다대포점),부산광역시 사하구,,부산광역시 사하구 윤공단로 9,부산광역시 사하구 다대동 653-8,한식,일반음식점,"부산광역시 사하구에 가신다면 ""승승삼겹(다대포점)""에 방문해보세요~",,,N,Y,N,N,Y,N,,매일 15:00~24:00,N,N,N,,,N,,,Y,5.0
230058,,,,,제이,부산광역시 사하구,,부산광역시 사하구 다대로 585,부산광역시 사하구 다대동 623-1,경양식,일반음식점,"""제이""를 부산광역시 사하구의 가 볼 만한 식당으로 추천합니다!",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
230060,,,,,퓨전포차몽's(다대본점),부산광역시 사하구,,부산광역시 사하구 다대동로 29,부산광역시 사하구 다대동 785,정종/대포집/소주방,일반음식점,"부산광역시 사하구에서 식당을 찾으신다면? ""퓨전포차몽's(다대본점)""을 방문해보세요!",,,N,Y,N,N,N,Y,연중무휴,매일 13:00~03:00,N,N,N,,,N,,,N,4.75
230084,,,,,시루떡,부산광역시 사하구,,부산광역시 사하구 윤공단로 13,부산광역시 사하구 다대동 957-7,제과점영업,제과점영업,"부산광역시 사하구에서 맛집을 찾으신다면 ""시루떡""을 추천합니다.",,,N,N,N,N,N,N,,,N,N,N,,,N,,,N,
